Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,ship_days,order_month,order_quarter,order_dayofweek,order_year,order_day,is_profitable,high_discount,is_standard_shipping
First Class,Consumer,Lowell,Massachusetts,1852,East,Office Supplies,Appliances,286.86,7,0.0,2,12,4,5,2017,2,1,0,0
Second Class,Corporate,Indianapolis,Indiana,46203,Central,Office Supplies,Appliances,2405.2,8,0.0,2,6,2,3,2017,1,1,0,0
First Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Labels,20.7,2,0.0,3,3,1,2,2017,8,1,0,0
Second Class,Consumer,Detroit,Michigan,48227,Central,Office Supplies,Labels,22.05,7,0.0,2,9,3,0,2016,5,1,0,0
First Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Labels,2.61,1,0.0,2,12,4,0,2015,7,1,0,0
First Class,Consumer,Jackson,Mississippi,39212,South,Office Supplies,Labels,14.62,2,0.0,3,7,3,5,2014,5,1,0,0
First Class,Consumer,Oceanside,New York,11572,East,Office Supplies,Labels,6.3,2,0.0,3,12,4,5,2016,3,1,0,0
First Class,Corporate,Rochester,New York,14609,East,Office Supplies,Labels,21.56,7,0.0,2,12,4,3,2015,24,1,0,0
First Class,Home Office,Appleton,Wisconsin,54915,Central,Office Supplies,Labels,21.56,7,0.0,2,5,2,5,2014,3,1,0,0
First Class,Consumer,Suffolk,Virginia,23434,South,Office Supplies,Labels,196.62,2,0.0,1,12,4,4,2015,11,1,0,0
Same Day,Consumer,Springfield,Virginia,22153,South,Office Supplies,Labels,7.83,3,0.0,0,2,1,6,2016,7,1,0,0
Same Day,Consumer,Seattle,Washington,98105,West,Office Supplies,Labels,7.38,2,0.0,0,6,2,3,2015,4,1,0,0
First Class,Corporate,Chesapeake,Virginia,23320,South,Office Supplies,Labels,15.0,4,0.0,3,2,1,3,2014,6,1,0,0
Second Class,Home Office,Lansing,Michigan,48911,Central,Office Supplies,Labels,27.72,9,0.0,2,9,3,4,2017,22,1,0,0
Second Class,Corporate,Provo,Utah,84604,West,Office Supplies,Labels,14.4,5,0.0,4,9,3,6,2017,17,1,0,0
Same Day,Corporate,Henderson,Kentucky,42420,South,Office Supplies,Labels,9.45,3,0.0,0,5,2,4,2014,9,1,0,0
Same Day,Corporate,Henderson,Kentucky,42420,South,Office Supplies,Labels,20.65,5,0.0,0,5,2,4,2014,9,1,0,0
First Class,Home Office,Richmond,Kentucky,40475,South,Office Supplies,Labels,30.0,8,0.0,2,10,4,0,2017,30,1,0,0
Same Day,Consumer,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,25.06,2,0.0,0,3,1,6,2017,5,1,0,0
Same Day,Consumer,Seattle,Washington,98103,West,Office Supplies,Labels,37.59,3,0.0,1,5,2,3,2017,11,1,0,0
Second Class,Corporate,Fairfield,Connecticut,6824,East,Office Supplies,Labels,13.05,5,0.0,4,10,4,6,2017,15,1,0,0
First Class,Consumer,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,3.69,1,0.0,3,12,4,5,2014,20,1,0,0
First Class,Consumer,Manchester,Connecticut,6040,East,Office Supplies,Labels,5.76,2,0.0,2,4,2,6,2017,30,1,0,0
First Class,Consumer,Waterbury,Connecticut,6708,East,Office Supplies,Labels,14.62,2,0.0,1,5,2,1,2016,17,1,0,0
Same Day,Consumer,Athens,Georgia,30605,South,Office Supplies,Labels,14.73,3,0.0,0,5,2,6,2016,22,1,0,0
Second Class,Corporate,Long Beach,New York,11561,East,Office Supplies,Labels,8.67,3,0.0,4,2,1,4,2016,19,1,0,0
First Class,Home Office,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,44.4,3,0.0,3,6,2,3,2017,15,1,0,0
Same Day,Consumer,Utica,New York,13501,East,Office Supplies,Labels,93.15,9,0.0,0,11,4,2,2014,26,1,0,0
Same Day,Consumer,Utica,New York,13501,East,Office Supplies,Labels,11.52,4,0.0,0,11,4,2,2014,26,1,0,0
Second Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Labels,87.71,7,0.0,5,7,3,6,2016,17,1,0,0
First Class,Corporate,Baltimore,Maryland,21215,East,Office Supplies,Labels,74.0,5,0.0,3,5,2,6,2017,14,1,0,0
Second Class,Consumer,Vineland,New Jersey,8360,East,Office Supplies,Labels,6.16,2,0.0,2,5,2,4,2017,12,1,0,0
Second Class,Consumer,Baltimore,Maryland,21215,East,Office Supplies,Labels,58.48,8,0.0,5,9,3,5,2016,3,1,0,0
Second Class,Consumer,Auburn,Alabama,36830,South,Office Supplies,Labels,491.55,5,0.0,3,3,1,0,2015,16,1,0,0
Second Class,Consumer,Richmond,Kentucky,40475,South,Office Supplies,Labels,5.76,2,0.0,3,12,4,5,2017,9,1,0,0
First Class,Consumer,Springfield,Virginia,22153,South,Office Supplies,Labels,103.6,7,0.0,3,8,3,5,2016,13,1,0,0
Second Class,Consumer,Holland,Michigan,49423,Central,Office Supplies,Labels,7.5,2,0.0,4,9,3,3,2015,3,1,0,0
Second Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Labels,9.82,2,0.0,2,1,1,1,2015,13,1,0,0
Second Class,Corporate,Springfield,Virginia,22153,South,Office Supplies,Labels,25.06,2,0.0,2,8,3,4,2015,7,1,0,0
Same Day,Corporate,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,7.38,2,0.0,0,11,4,5,2017,18,1,0,0
First Class,Consumer,Lafayette,Louisiana,70506,South,Office Supplies,Labels,11.07,3,0.0,1,10,4,4,2017,13,1,0,0
Second Class,Consumer,Columbia,Missouri,65203,Central,Office Supplies,Labels,14.94,3,0.0,4,2,1,1,2014,11,1,0,0
Second Class,Corporate,Detroit,Michigan,48234,Central,Office Supplies,Labels,491.55,5,0.0,5,6,2,1,2014,10,1,0,0
Second Class,Consumer,Richmond,Virginia,23223,South,Office Supplies,Labels,8.26,2,0.0,2,3,1,0,2017,27,1,0,0
Standard Class,Consumer,New Albany,Indiana,47150,Central,Office Supplies,Labels,75.18,6,0.0,4,4,2,5,2015,18,1,0,1
Standard Class,Consumer,Rochester,Minnesota,55901,Central,Office Supplies,Labels,6.16,2,0.0,7,10,4,3,2017,26,1,0,1
Standard Class,Consumer,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,14.62,2,0.0,4,11,4,6,2016,20,1,0,1
Standard Class,Consumer,Richmond,Kentucky,40475,South,Office Supplies,Labels,294.93,3,0.0,6,7,3,4,2015,3,1,0,1
Standard Class,Corporate,Atlanta,Georgia,30318,South,Office Supplies,Labels,12.39,3,0.0,4,11,4,4,2017,3,1,0,1
Standard Class,Consumer,Belleville,New Jersey,7109,East,Office Supplies,Labels,9.82,2,0.0,7,6,2,1,2017,20,1,0,1
Standard Class,Corporate,Springfield,Virginia,22153,South,Office Supplies,Labels,2.89,1,0.0,5,1,1,4,2014,10,1,0,1
Standard Class,Consumer,Detroit,Michigan,48227,Central,Office Supplies,Labels,103.6,7,0.0,6,9,3,1,2014,9,1,0,1
Standard Class,Corporate,Hackensack,New Jersey,7601,East,Office Supplies,Labels,14.4,5,0.0,4,7,3,4,2014,11,1,0,1
Standard Class,Consumer,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,3.69,1,0.0,4,12,4,4,2016,9,1,0,1
Standard Class,Consumer,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,122.12,4,0.0,4,12,4,4,2016,9,1,0,1
Standard Class,Consumer,Freeport,New York,11520,East,Office Supplies,Labels,13.05,5,0.0,4,5,2,3,2015,28,1,0,1
Standard Class,Home Office,Eagan,Minnesota,55122,Central,Office Supplies,Labels,3.75,1,0.0,6,8,3,0,2015,10,1,0,1
Standard Class,Home Office,Eagan,Minnesota,55122,Central,Office Supplies,Labels,41.4,4,0.0,6,8,3,0,2015,10,1,0,1
Standard Class,Consumer,Kent,Washington,98031,West,Office Supplies,Labels,786.48,8,0.0,7,7,3,5,2017,8,1,0,1
Standard Class,Home Office,Suffolk,Virginia,23434,South,Office Supplies,Labels,4.13,1,0.0,4,8,3,3,2016,4,1,0,1
Standard Class,Home Office,Suffolk,Virginia,23434,South,Office Supplies,Labels,9.82,2,0.0,4,8,3,3,2016,4,1,0,1
Standard Class,Corporate,Baltimore,Maryland,21215,East,Office Supplies,Labels,3.15,1,0.0,5,4,2,0,2014,28,1,0,1
Standard Class,Home Office,Bozeman,Montana,59715,West,Office Supplies,Labels,14.62,2,0.0,4,1,1,4,2015,23,1,0,1
Standard Class,Corporate,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,14.62,2,0.0,5,7,3,3,2017,20,1,0,1
Standard Class,Home Office,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,20.16,7,0.0,6,10,4,5,2016,15,1,0,1
Standard Class,Home Office,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,29.46,6,0.0,6,10,4,5,2016,15,1,0,1
Standard Class,Home Office,Malden,Massachusetts,2148,East,Office Supplies,Labels,14.76,4,0.0,6,9,3,3,2016,8,1,0,1
Standard Class,Consumer,Orem,Utah,84057,West,Office Supplies,Labels,15.75,5,0.0,4,5,2,6,2015,31,1,0,1
Standard Class,Corporate,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,18.45,5,0.0,4,12,4,4,2017,22,1,0,1
Standard Class,Consumer,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,20.23,7,0.0,6,7,3,1,2017,25,1,0,1
Standard Class,Consumer,Eagan,Minnesota,55122,Central,Office Supplies,Labels,14.94,3,0.0,6,11,4,4,2017,3,1,0,1
Standard Class,Home Office,Seattle,Washington,98115,West,Office Supplies,Labels,39.28,8,0.0,5,4,2,2,2017,26,1,0,1
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Labels,31.05,3,0.0,5,12,4,5,2014,20,1,0,1
Standard Class,Corporate,Jackson,Michigan,49201,Central,Office Supplies,Labels,2.61,1,0.0,6,12,4,3,2015,10,1,0,1
Standard Class,Consumer,Clinton,Maryland,20735,East,Office Supplies,Labels,12.39,3,0.0,5,7,3,3,2015,9,1,0,1
Standard Class,Consumer,Newark,Delaware,19711,East,Office Supplies,Labels,14.94,3,0.0,6,6,2,6,2016,5,1,0,1
Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Labels,8.64,3,0.0,5,8,3,6,2015,23,1,0,1
Standard Class,Consumer,Wichita,Kansas,67212,Central,Office Supplies,Labels,18.9,3,0.0,4,6,2,0,2016,13,1,0,1
Standard Class,Consumer,Dover,New Hampshire,3820,East,Office Supplies,Labels,16.52,4,0.0,4,3,1,5,2015,14,1,0,1
Standard Class,Home Office,Lawrence,Indiana,46226,Central,Office Supplies,Labels,51.75,5,0.0,5,11,4,5,2016,5,1,0,1
Standard Class,Consumer,Seattle,Washington,98115,West,Office Supplies,Labels,9.96,2,0.0,4,11,4,6,2017,12,1,0,1
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Labels,8.64,3,0.0,5,11,4,0,2017,13,1,0,1
Standard Class,Consumer,Seattle,Washington,98115,West,Office Supplies,Labels,29.24,4,0.0,5,10,4,5,2014,4,1,0,1
Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Labels,20.7,2,0.0,6,9,3,5,2015,12,1,0,1
Standard Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Labels,44.4,3,0.0,5,3,1,6,2014,30,1,0,1
Standard Class,Corporate,Roseville,Minnesota,55113,Central,Office Supplies,Labels,50.4,8,0.0,4,8,3,1,2017,15,1,0,1
Standard Class,Corporate,Springfield,Virginia,22153,South,Office Supplies,Labels,62.1,6,0.0,4,5,2,0,2016,30,1,0,1
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Labels,11.56,4,0.0,5,6,2,5,2017,10,1,0,1
Standard Class,Corporate,Wilmington,Delaware,19805,East,Office Supplies,Labels,22.5,6,0.0,6,11,4,2,2014,19,1,0,1
Standard Class,Corporate,Wilmington,Delaware,19805,East,Office Supplies,Labels,9.96,2,0.0,6,11,4,2,2014,19,1,0,1
Standard Class,Consumer,North Las Vegas,Nevada,89031,West,Office Supplies,Labels,14.94,3,0.0,4,12,4,6,2015,6,1,0,1
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Labels,14.62,2,0.0,4,6,2,5,2016,11,1,0,1
Standard Class,Consumer,Madison,Wisconsin,53711,Central,Office Supplies,Labels,61.06,2,0.0,5,12,4,4,2017,8,1,0,1
Standard Class,Consumer,Leominster,Massachusetts,1453,East,Office Supplies,Labels,3.15,1,0.0,4,2,1,2,2015,25,1,0,1
Standard Class,Corporate,Fayetteville,Arkansas,72701,South,Office Supplies,Labels,7.31,1,0.0,4,10,4,5,2014,11,1,0,1
Standard Class,Corporate,Long Beach,New York,11561,East,Office Supplies,Labels,41.4,4,0.0,4,7,3,6,2017,23,1,0,1
Standard Class,Corporate,Jackson,Michigan,49201,Central,Office Supplies,Labels,196.62,2,0.0,5,11,4,0,2014,24,1,0,1
Standard Class,Home Office,Concord,New Hampshire,3301,East,Office Supplies,Labels,24.64,8,0.0,6,8,3,6,2017,6,1,0,1
Standard Class,Corporate,Clinton,Maryland,20735,East,Office Supplies,Labels,15.66,6,0.0,5,12,4,1,2014,2,1,0,1
Standard Class,Consumer,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,133.2,9,0.0,4,8,3,5,2017,5,1,0,1
Standard Class,Home Office,Baltimore,Maryland,21215,East,Office Supplies,Labels,7.83,3,0.0,5,4,2,6,2014,13,1,0,1
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Labels,11.07,3,0.0,4,9,3,0,2016,12,1,0,1
Standard Class,Consumer,Chesapeake,Virginia,23320,South,Office Supplies,Labels,25.06,2,0.0,5,9,3,0,2016,5,1,0,1
Standard Class,Consumer,Orange,New Jersey,7050,East,Office Supplies,Labels,4.91,1,0.0,5,4,2,5,2017,29,1,0,1
Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Labels,162.89,13,0.0,6,7,3,5,2014,26,1,0,1
Standard Class,Consumer,Omaha,Nebraska,68104,Central,Office Supplies,Labels,14.4,5,0.0,5,9,3,1,2016,13,1,0,1
Standard Class,Corporate,Springfield,Virginia,22153,South,Office Supplies,Labels,14.4,5,0.0,4,3,1,4,2014,21,1,0,1
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Labels,12.6,2,0.0,5,9,3,4,2015,25,1,0,1
Standard Class,Home Office,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,25.2,4,0.0,6,8,3,1,2016,23,1,0,1
Standard Class,Home Office,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,37.59,3,0.0,6,8,3,1,2016,23,1,0,1
Standard Class,Consumer,Louisville,Kentucky,40214,South,Office Supplies,Labels,2.61,1,0.0,6,12,4,1,2016,27,1,0,1
Standard Class,Consumer,Edmonds,Washington,98026,West,Office Supplies,Labels,7.38,2,0.0,4,9,3,5,2016,10,1,0,1
Standard Class,Home Office,Sandy Springs,Georgia,30328,South,Office Supplies,Labels,15.75,5,0.0,4,9,3,6,2017,24,1,0,1
Standard Class,Home Office,Paterson,New Jersey,7501,East,Office Supplies,Labels,31.05,3,0.0,7,9,3,4,2015,11,1,0,1
Standard Class,Consumer,Everett,Massachusetts,2149,East,Office Supplies,Labels,21.93,3,0.0,4,10,4,5,2017,28,1,0,1
Standard Class,Consumer,Detroit,Michigan,48227,Central,Office Supplies,Labels,28.91,7,0.0,4,6,2,0,2015,1,1,0,1
Standard Class,Consumer,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,12.39,3,0.0,5,5,2,4,2015,29,1,0,1
Standard Class,Home Office,Redmond,Washington,98052,West,Office Supplies,Labels,12.32,4,0.0,6,9,3,5,2016,17,1,0,1
Standard Class,Consumer,Newark,Delaware,19711,East,Office Supplies,Labels,17.28,6,0.0,4,12,4,6,2014,21,1,0,1
Standard Class,Consumer,Decatur,Alabama,35601,South,Office Supplies,Labels,14.94,3,0.0,4,4,2,6,2017,2,1,0,1
Standard Class,Consumer,Newark,Delaware,19711,East,Office Supplies,Labels,9.45,3,0.0,6,6,2,3,2016,16,1,0,1
Standard Class,Consumer,Long Beach,New York,11561,East,Office Supplies,Labels,31.5,10,0.0,6,5,2,6,2015,17,1,0,1
First Class,Consumer,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,115.02,9,0.0,3,6,2,6,2016,12,1,0,0
Standard Class,Consumer,Carlsbad,New Mexico,88220,West,Office Supplies,Envelopes,28.4,5,0.0,4,11,4,2,2016,16,1,0,1
Standard Class,Consumer,Rochester,New York,14609,East,Office Supplies,Envelopes,11.07,3,0.0,5,9,3,6,2014,14,1,0,1
Standard Class,Consumer,Fayetteville,Arkansas,72701,South,Office Supplies,Envelopes,105.42,2,0.0,4,12,4,6,2015,27,1,0,1
Second Class,Corporate,Bossier City,Louisiana,71111,South,Office Supplies,Envelopes,11.36,2,0.0,2,1,1,0,2014,13,1,0,0
Second Class,Corporate,Bossier City,Louisiana,71111,South,Office Supplies,Envelopes,50.94,3,0.0,2,1,1,0,2014,13,1,0,0
Standard Class,Corporate,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,186.69,3,0.0,5,5,2,5,2015,23,1,0,1
Standard Class,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Envelopes,15.28,2,0.0,7,8,3,0,2017,21,1,0,1
Standard Class,Consumer,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,10.67,1,0.0,6,10,4,2,2015,28,1,0,1
Standard Class,Consumer,Roswell,Georgia,30076,South,Office Supplies,Envelopes,15.28,2,0.0,4,9,3,4,2015,4,1,0,1
Standard Class,Consumer,Jonesboro,Arkansas,72401,South,Office Supplies,Envelopes,23.34,3,0.0,6,1,1,0,2014,20,1,0,1
Standard Class,Home Office,Richmond,Indiana,47374,Central,Office Supplies,Envelopes,101.88,6,0.0,5,3,1,0,2015,2,1,0,1
Standard Class,Consumer,Springfield,Virginia,22153,South,Office Supplies,Envelopes,63.9,5,0.0,4,4,2,1,2016,12,1,0,1
Second Class,Corporate,La Porte,Indiana,46350,Central,Office Supplies,Envelopes,287.52,8,0.0,3,11,4,5,2016,12,1,0,0
Second Class,Consumer,Buffalo,New York,14215,East,Office Supplies,Envelopes,79.96,2,0.0,2,10,4,5,2015,31,1,0,0
Standard Class,Consumer,Gulfport,Mississippi,39503,South,Office Supplies,Envelopes,48.69,9,0.0,7,5,2,6,2017,14,1,0,1
Same Day,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,167.96,2,0.0,0,2,1,4,2016,5,1,0,0
Standard Class,Home Office,Salem,Virginia,24153,South,Office Supplies,Envelopes,251.79,3,0.0,4,11,4,1,2016,1,1,0,1
Second Class,Consumer,South Bend,Indiana,46614,Central,Office Supplies,Envelopes,106.75,7,0.0,5,7,3,0,2015,20,1,0,0
Standard Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,26.22,3,0.0,4,11,4,0,2015,9,1,0,1
Standard Class,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,70.08,6,0.0,5,8,3,3,2017,10,1,0,1
Same Day,Consumer,Fairfield,Connecticut,6824,East,Office Supplies,Envelopes,10.86,3,0.0,0,12,4,6,2017,10,1,0,0
Second Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,28.4,5,0.0,3,4,2,5,2017,1,1,0,0
First Class,Corporate,Springfield,Virginia,22153,South,Office Supplies,Envelopes,33.96,2,0.0,3,11,4,5,2015,14,1,0,0
Standard Class,Consumer,Passaic,New Jersey,7055,East,Office Supplies,Envelopes,26.88,6,0.0,5,5,2,6,2016,22,1,0,1
Standard Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Envelopes,16.23,3,0.0,5,11,4,5,2014,22,1,0,1
Standard Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Envelopes,11.36,2,0.0,5,11,4,5,2014,22,1,0,1
Standard Class,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,180.96,2,0.0,4,5,2,5,2017,13,1,0,1
Standard Class,Home Office,Westfield,New Jersey,7090,East,Office Supplies,Envelopes,52.34,2,0.0,4,1,1,4,2016,15,1,0,1
Standard Class,Consumer,Hempstead,New York,11550,East,Office Supplies,Envelopes,41.4,5,0.0,5,6,2,0,2014,16,1,0,1
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Envelopes,35.89,1,0.0,6,12,4,1,2016,6,1,0,1
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Envelopes,135.9,5,0.0,7,8,3,1,2016,23,1,0,1
Standard Class,Corporate,Lakewood,New Jersey,8701,East,Office Supplies,Envelopes,51.12,4,0.0,6,10,4,4,2015,2,1,0,1
Standard Class,Corporate,Springfield,Virginia,22153,South,Office Supplies,Envelopes,66.54,6,0.0,5,10,4,5,2016,15,1,0,1
Standard Class,Consumer,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,62.28,4,0.0,4,11,4,6,2014,30,1,0,1
Second Class,Home Office,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,17.48,2,0.0,2,11,4,0,2015,30,1,0,0
Second Class,Home Office,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,71.88,2,0.0,2,11,4,0,2015,30,1,0,0
Same Day,Consumer,Columbia,Maryland,21044,East,Office Supplies,Envelopes,199.9,5,0.0,0,3,1,3,2016,17,1,0,0
Standard Class,Home Office,Bloomington,Indiana,47401,Central,Office Supplies,Envelopes,78.35,5,0.0,5,11,4,6,2014,16,1,0,1
First Class,Consumer,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Envelopes,325.86,2,0.0,1,3,1,3,2017,30,1,0,0
Standard Class,Home Office,Baltimore,Maryland,21215,East,Office Supplies,Envelopes,137.25,9,0.0,4,7,3,3,2015,16,1,0,1
Standard Class,Consumer,Newport News,Virginia,23602,South,Office Supplies,Envelopes,11.09,1,0.0,5,9,3,6,2016,11,1,0,1
Second Class,Corporate,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,5.32,2,0.0,3,11,4,3,2017,2,1,0,0
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Envelopes,61.96,2,0.0,7,12,4,4,2016,23,1,0,1
Standard Class,Home Office,Trenton,Michigan,48183,Central,Office Supplies,Envelopes,38.34,3,0.0,4,8,3,4,2014,8,1,0,1
Standard Class,Consumer,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,23.34,3,0.0,6,9,3,4,2017,29,1,0,1
Standard Class,Consumer,Kent,Washington,98031,West,Office Supplies,Envelopes,158.13,3,0.0,5,5,2,5,2014,10,1,0,1
Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Envelopes,27.18,1,0.0,6,9,3,5,2015,12,1,0,1
Standard Class,Consumer,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,17.48,2,0.0,6,9,3,5,2017,9,1,0,1
Second Class,Consumer,Oceanside,New York,11572,East,Office Supplies,Envelopes,12.24,6,0.0,5,11,4,0,2015,9,1,0,0
Standard Class,Consumer,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,17.92,4,0.0,6,4,2,4,2016,8,1,0,1
Second Class,Corporate,Roswell,Georgia,30076,South,Office Supplies,Envelopes,17.94,3,0.0,5,5,2,4,2015,15,1,0,0
Second Class,Corporate,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,57.96,7,0.0,3,10,4,4,2015,9,1,0,0
Same Day,Corporate,Southaven,Mississippi,38671,South,Office Supplies,Envelopes,42.68,4,0.0,0,3,1,6,2017,5,1,0,0
Second Class,Consumer,Tulsa,Oklahoma,74133,Central,Office Supplies,Envelopes,81.54,3,0.0,2,8,3,2,2016,3,1,0,0
Standard Class,Consumer,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,121.96,2,0.0,5,9,3,0,2015,21,1,0,1
Second Class,Home Office,Midland,Michigan,48640,Central,Office Supplies,Envelopes,15.28,2,0.0,4,6,2,1,2014,3,1,0,0
Standard Class,Corporate,Springfield,Virginia,22153,South,Office Supplies,Envelopes,311.15,5,0.0,4,2,1,5,2015,7,1,0,1
Standard Class,Consumer,Virginia Beach,Virginia,23464,South,Office Supplies,Envelopes,251.58,7,0.0,6,10,4,3,2017,26,1,0,1
Standard Class,Corporate,Montgomery,Alabama,36116,South,Office Supplies,Envelopes,98.46,9,0.0,4,7,3,5,2015,25,1,0,1
Second Class,Corporate,Little Rock,Arkansas,72209,South,Office Supplies,Envelopes,182.94,3,0.0,5,12,4,5,2017,23,1,0,0
Second Class,Consumer,Auburn,Alabama,36830,South,Office Supplies,Envelopes,7.38,2,0.0,3,3,1,0,2015,16,1,0,0
Second Class,Corporate,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,10.2,5,0.0,4,7,3,5,2016,16,1,0,0
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Envelopes,54.9,5,0.0,5,5,2,3,2016,12,1,0,1
Second Class,Corporate,Troy,New York,12180,East,Office Supplies,Envelopes,247.84,8,0.0,2,4,2,1,2014,22,1,0,0
Second Class,Corporate,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,23.36,2,0.0,4,1,1,6,2016,31,1,0,0
Standard Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Envelopes,57.96,7,0.0,6,3,1,3,2017,2,1,0,1
Standard Class,Consumer,Columbus,Georgia,31907,South,Office Supplies,Envelopes,74.52,9,0.0,4,2,1,1,2015,3,1,0,1
Standard Class,Consumer,Des Moines,Iowa,50315,Central,Office Supplies,Envelopes,6.12,3,0.0,5,3,1,4,2014,28,1,0,1
Standard Class,Corporate,Arlington,Virginia,22204,South,Office Supplies,Envelopes,26.55,9,0.0,4,5,2,0,2016,30,1,0,1
Standard Class,Consumer,Detroit,Michigan,48234,Central,Office Supplies,Envelopes,180.96,2,0.0,4,4,2,0,2015,20,1,0,1
First Class,Corporate,Hempstead,New York,11550,East,Office Supplies,Envelopes,7.98,3,0.0,2,9,3,4,2017,29,1,0,0
Standard Class,Home Office,Atlanta,Georgia,30318,South,Office Supplies,Envelopes,125.36,8,0.0,6,1,1,6,2016,31,1,0,1
Second Class,Consumer,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,16.56,2,0.0,2,11,4,0,2015,23,1,0,0
Second Class,Consumer,Des Moines,Washington,98198,West,Office Supplies,Envelopes,65.94,3,0.0,3,9,3,4,2016,2,1,0,0
Standard Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,16.56,2,0.0,4,9,3,6,2016,4,1,0,1
First Class,Home Office,Richmond,Virginia,23223,South,Office Supplies,Envelopes,36.4,5,0.0,2,10,4,0,2014,13,1,0,0
Second Class,Home Office,Burlington,Iowa,52601,Central,Office Supplies,Envelopes,7.28,1,0.0,3,12,4,0,2017,11,1,0,0
First Class,Home Office,Minneapolis,Minnesota,55407,Central,Office Supplies,Envelopes,15.28,2,0.0,3,11,4,1,2017,14,1,0,0
Standard Class,Consumer,Burlington,Vermont,5408,East,Office Supplies,Envelopes,2.04,1,0.0,4,1,1,3,2017,19,1,0,1
Standard Class,Consumer,Newport News,Virginia,23602,South,Office Supplies,Envelopes,31.12,4,0.0,5,9,3,2,2015,16,1,0,1
Standard Class,Corporate,Richmond,Indiana,47374,Central,Office Supplies,Envelopes,64.02,6,0.0,5,11,4,4,2014,28,1,0,1
Second Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Envelopes,109.69,7,0.0,5,12,4,0,2016,5,1,0,0
Standard Class,Consumer,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,6,12,4,4,2017,1,1,0,1
